customer_id,snapshot_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,churn_next_60d,split,R_score,F_score,M_score,RFM_score,segment,retention_priority
CUST01481,2025-09-30,Tier 3,25-34,Organic,Silver,Skin Care,Yes,122,2,1650.56,0.0,0.34,3.0,2,0,0.0,0.0,411,4,11,1,0,0,2,1,17,1,train,2,3,4,9,At Risk,1
CUST01124,2025-09-30,Tier 1,25-34,Instagram,Silver,Fragrance,No,172,3,1635.22,0.0,0.333,4.0,2,0,0.0,0.0,504,9,33,1,3,1,0,0,25,1,train,1,4,4,9,At Risk,1
CUST01068,2025-09-30,Tier 2,25-34,Marketplace,Silver,Baby Care,Yes,130,2,1631.92,0.0,0.165,4.5,2,0,0.0,0.0,267,2,11,1,0,1,1,0,16,1,train,2,3,4,9,At Risk,1
CUST00378,2025-09-30,Tier 2,18-24,Instagram,,Skin Care,Yes,99,1,1622.32,0.0,0.29,4.0,1,0,0.0,0.0,114,4,10,2,0,1,1,0,1,1,train,2,2,4,8,At Risk,1
CUST00109,2025-09-30,Tier 1,25-34,Instagram,Silver,Skin Care,Yes,92,2,1622.28,0.0,0.255,4.5,2,0,0.0,0.0,492,1,4,0,0,0,3,1,16,0,test,2,3,4,9,At Risk,1
CUST00796,2025-09-30,Tier 2,18-24,Influencer,Silver,Skin Care,Yes,151,1,1622.25,0.0,0.28,5.0,1,0,0.0,0.0,430,8,23,4,2,2,0,0,19,1,test,1,2,4,7,At Risk,1
CUST00132,2025-09-30,Tier 2,35-44,Organic,,Skin Care,Yes,117,1,1621.76,0.0,0.18,3.0,1,0,0.0,0.0,537,1,3,0,0,0,6,0,24,1,train,2,2,4,8,At Risk,1
CUST00004,2025-09-30,Tier 3,25-34,Google Search,,Fragrance,No,131,1,1604.04,0.0,0.16,2.0,1,0,0.0,0.0,168,1,6,0,0,0,0,0,14,1,train,2,2,4,8,At Risk,1
CUST00960,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,Yes,146,1,1599.13,1.0,0.08,4.0,1,0,0.0,0.0,388,1,3,0,0,0,0,0,16,1,train,2,2,4,8,At Risk,1
CUST01797,2025-09-30,Tier 2,35-44,Influencer,Silver,Baby Care,No,117,1,1593.85,1.0,0.0,3.0,1,0,0.0,0.0,176,6,35,3,0,1,0,0,31,1,train,2,2,4,8,At Risk,1
CUST02145,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,No,111,1,1591.08,0.0,0.19,5.0,1,0,0.0,0.0,619,2,9,0,0,0,0,0,23,1,train,2,2,4,8,At Risk,1
CUST01779,2025-09-30,Tier 2,25-34,Instagram,,Fragrance,Yes,167,1,1574.84,0.0,0.21,3.0,1,0,0.0,0.0,498,3,14,0,1,0,4,2,37,1,train,1,2,4,7,At Risk,1
CUST00180,2025-09-30,Tier 2,35-44,Google Search,,Hair Care,No,96,2,1570.85,0.5,0.26,1.5,1,0,0.0,0.0,173,9,29,1,2,1,0,0,18,1,train,2,3,4,9,At Risk,1
CUST00618,2025-09-30,Tier 3,45+,Instagram,Gold,Wellness,Yes,92,2,1570.53,0.0,0.215,4.5,2,0,0.0,0.0,252,8,26,3,2,0,7,3,2,0,train,2,3,4,9,At Risk,1
CUST01756,2025-09-30,Tier 1,25-34,Marketplace,Silver,Skin Care,Yes,90,2,1557.58,0.0,0.215,4.5,2,0,0.0,0.0,409,12,52,4,3,3,5,2,8,0,validation,2,3,4,9,At Risk,1
CUST00358,2025-09-30,Tier 3,25-34,Marketplace,,Hair Care,Yes,101,2,1523.36,0.0,0.335,4.0,2,0,0.0,0.0,193,4,17,1,0,1,4,0,1,1,train,2,3,4,9,At Risk,1
CUST01734,2025-09-30,Tier 1,35-44,Google Search,Silver,Makeup,Yes,160,1,1515.59,0.0,0.22,4.0,1,0,0.0,0.0,617,2,12,0,1,0,1,0,39,1,validation,1,2,4,7,At Risk,1
CUST01607,2025-09-30,Tier 1,25-34,Referral,,Fragrance,No,155,1,1515.3,0.0,0.23,4.0,1,0,0.0,0.0,504,7,24,1,1,1,0,0,37,1,train,1,2,4,7,At Risk,1
CUST00089,2025-09-30,Tier 3,25-34,Marketplace,,Hair Care,Yes,165,1,1513.5,0.0,0.4,3.0,1,0,0.0,0.0,498,12,40,1,2,0,6,3,31,1,train,1,2,4,7,At Risk,1
CUST00464,2025-09-30,Tier 1,35-44,Referral,Platinum,Skin Care,Yes,106,3,1513.01,0.0,0.357,2.33,3,0,0.0,0.0,595,6,17,1,0,0,2,1,20,1,validation,2,4,4,10,At Risk,1
CUST02186,2025-09-30,Tier 2,25-34,Referral,Gold,Hair Care,Yes,122,2,1512.69,0.0,0.2,4.5,2,0,0.0,0.0,363,5,16,2,1,1,3,1,26,1,validation,2,3,4,9,At Risk,1
CUST01499,2025-09-30,Tier 1,18-24,Referral,Silver,Makeup,No,133,1,1510.54,0.0,0.25,3.0,1,0,0.0,0.0,543,3,16,0,0,0,0,0,28,1,validation,2,2,4,8,At Risk,1
CUST01918,2025-09-30,Tier 1,35-44,Referral,,Hair Care,Yes,170,1,1508.27,0.0,0.22,5.0,1,0,0.0,0.0,330,1,5,0,0,0,3,1,39,1,train,1,2,4,7,At Risk,1
CUST00425,2025-09-30,Tier 1,35-44,Organic,,Hair Care,Yes,113,2,1502.44,0.0,0.195,4.0,2,0,0.0,0.0,152,12,46,4,2,2,9,2,25,0,train,2,3,4,9,At Risk,1
CUST02081,2025-09-30,Tier 3,25-34,Referral,Gold,Makeup,Yes,166,2,1498.69,0.0,0.375,4.5,2,0,0.0,0.0,550,3,10,1,0,0,4,1,45,1,train,1,3,4,8,At Risk,1
CUST02117,2025-09-30,Tier 1,35-44,Instagram,,Fragrance,Yes,92,1,1497.9,0.0,0.22,3.0,1,0,0.0,0.0,369,6,30,3,1,1,7,2,18,0,test,2,2,4,8,At Risk,1
CUST01718,2025-09-30,Tier 1,18-24,Google Search,Platinum,Skin Care,Yes,133,3,1495.2,0.0,0.3,3.67,3,0,0.0,0.0,629,4,11,1,1,0,5,2,19,0,train,2,4,4,10,At Risk,1
CUST01279,2025-09-30,Tier 1,25-34,Organic,Silver,Makeup,Yes,101,1,1494.42,1.0,0.35,4.0,1,0,0.0,0.0,157,3,12,1,0,0,3,1,31,1,test,2,2,4,8,At Risk,1
CUST02382,2025-09-30,Tier 1,25-34,Organic,Silver,Makeup,Yes,89,2,1493.47,0.0,0.21,4.0,2,0,0.0,0.0,605,4,21,0,1,0,7,2,7,0,train,2,3,4,9,At Risk,1
CUST00099,2025-09-30,Tier 2,45+,Organic,,Fragrance,Yes,144,2,1471.51,0.0,0.105,5.0,1,0,0.0,0.0,490,4,17,2,1,0,5,2,27,0,train,2,3,4,9,At Risk,1
CUST02392,2025-09-30,Tier 2,18-24,Instagram,,Makeup,Yes,96,2,1468.46,0.0,0.335,2.5,2,0,0.0,0.0,389,2,9,1,0,0,2,1,20,1,train,2,3,4,9,At Risk,1
CUST02170,2025-09-30,Tier 1,35-44,Marketplace,Silver,Hair Care,Yes,138,2,1462.05,0.5,0.31,4.0,1,0,0.0,0.0,533,3,17,1,0,1,2,1,25,1,train,2,3,4,9,At Risk,1
CUST02107,2025-09-30,Tier 1,35-44,Organic,,Skin Care,Yes,90,2,1460.48,0.0,0.25,5.0,1,0,0.0,0.0,345,8,46,1,0,0,7,1,30,1,train,2,3,4,9,At Risk,1
CUST01962,2025-09-30,Tier 1,25-34,Marketplace,,Fragrance,No,142,2,1458.09,0.0,0.21,4.5,2,0,0.0,0.0,515,2,9,0,0,0,0,0,23,1,train,2,3,4,9,At Risk,1
CUST01639,2025-09-30,Tier 2,25-34,Organic,Silver,Skin Care,No,166,1,1450.38,0.0,0.0,4.0,1,0,0.0,0.0,480,3,10,1,1,0,0,0,29,1,train,1,2,4,7,At Risk,1
CUST01871,2025-09-30,Tier 2,35-44,Instagram,,Hair Care,No,100,1,1448.69,0.0,0.06,5.0,1,0,0.0,0.0,126,1,5,0,0,0,0,0,30,1,validation,2,2,4,8,At Risk,1
CUST01452,2025-09-30,Tier 1,25-34,Instagram,Platinum,Makeup,Yes,116,1,1448.27,0.0,0.42,2.0,1,0,0.0,0.0,409,10,52,5,2,1,4,0,18,1,test,2,2,4,8,At Risk,1
CUST02301,2025-09-30,Tier 1,25-34,Instagram,Gold,Skin Care,Yes,126,3,1446.59,0.0,0.273,4.0,2,0,0.0,0.0,346,7,42,4,1,3,1,0,35,0,train,2,4,4,10,At Risk,1
CUST01223,2025-09-30,Tier 1,18-24,Instagram,Gold,Hair Care,No,118,3,1444.4,0.0,0.387,3.0,3,0,0.0,0.0,386,1,4,0,0,0,0,0,29,1,train,2,4,4,10,At Risk,1
CUST01161,2025-09-30,Tier 2,45+,Influencer,Gold,Skin Care,No,154,2,1442.53,0.5,0.28,2.5,2,0,0.0,0.0,384,5,24,1,1,1,0,0,31,1,train,1,3,4,8,At Risk,1
CUST02007,2025-09-30,Tier 2,45+,Organic,Platinum,Skin Care,Yes,152,2,1436.89,0.0,0.125,2.0,2,0,0.0,0.0,604,5,15,1,1,1,2,1,33,1,train,1,3,4,8,At Risk,1
CUST02184,2025-09-30,Tier 1,35-44,Google Search,,Skin Care,Yes,110,2,1434.1,0.0,0.385,3.5,2,0,0.0,0.0,184,2,12,0,0,0,0,0,22,1,validation,2,3,4,9,At Risk,1
CUST02158,2025-09-30,Tier 1,35-44,Organic,Silver,Skin Care,Yes,101,3,1429.2,0.0,0.38,3.67,3,0,0.0,0.0,550,3,9,1,0,0,4,2,0,1,test,2,4,4,10,At Risk,1
CUST01450,2025-09-30,Tier 2,25-34,Referral,Silver,Hair Care,Yes,126,2,1429.2,0.5,0.105,2.5,2,0,0.0,0.0,615,2,7,0,0,0,0,0,33,1,train,2,3,4,9,At Risk,1
CUST01326,2025-09-30,Tier 2,35-44,Google Search,,Fragrance,No,131,1,1411.39,0.0,0.29,5.0,1,0,0.0,0.0,238,3,14,0,0,0,0,0,23,1,train,2,2,4,8,At Risk,1
CUST01587,2025-09-30,Tier 3,45+,Marketplace,,Skin Care,No,129,2,1403.63,0.0,0.39,2.5,2,0,0.0,0.0,353,10,32,4,0,1,0,0,39,1,train,2,3,4,9,At Risk,1
CUST01870,2025-09-30,Tier 1,25-34,Instagram,,Fragrance,Yes,91,2,1401.02,0.0,0.3,4.5,1,0,0.0,0.0,438,9,39,4,1,1,4,1,7,0,test,2,3,4,9,At Risk,1
CUST01659,2025-09-30,Tier 1,45+,Instagram,,Hair Care,Yes,98,2,1400.57,0.0,0.26,4.5,2,0,0.0,0.0,295,8,23,4,1,1,1,0,13,0,test,2,3,4,9,At Risk,1
CUST00792,2025-09-30,Tier 1,18-24,Google Search,Platinum,Skin Care,Yes,148,1,1395.21,0.0,0.18,5.0,1,0,0.0,0.0,603,4,24,1,1,0,0,0,39,1,test,1,2,4,7,At Risk,1
CUST01836,2025-09-30,Tier 2,25-34,Google Search,,Wellness,Yes,125,2,1392.01,0.0,0.34,4.5,2,0,0.0,0.0,558,12,67,3,1,1,7,1,19,1,validation,2,3,4,9,At Risk,1
CUST01248,2025-09-30,Tier 2,25-34,Instagram,,Fragrance,Yes,103,1,1386.38,0.0,0.31,5.0,1,0,0.0,0.0,129,5,28,0,1,0,3,1,15,0,validation,2,2,4,8,At Risk,1
CUST00961,2025-09-30,Tier 2,35-44,Google Search,,Skin Care,No,151,2,1378.71,0.0,0.325,4.5,2,0,0.0,0.0,498,2,6,0,0,0,0,0,43,0,validation,1,3,4,8,At Risk,1
CUST00622,2025-09-30,Tier 1,45+,Referral,,Baby Care,Yes,180,1,1369.13,0.0,0.18,4.0,1,0,0.0,0.0,341,1,5,0,0,0,6,3,41,1,train,1,2,4,7,At Risk,1
CUST01490,2025-09-30,Tier 1,25-34,Marketplace,Silver,Skin Care,No,122,2,1360.72,0.0,0.285,4.0,2,0,0.0,0.0,491,3,9,1,0,0,0,0,39,1,train,2,3,4,9,At Risk,1
CUST00317,2025-09-30,Tier 3,25-34,Google Search,,Skin Care,No,100,1,1353.24,0.0,0.19,3.0,1,0,0.0,0.0,199,8,43,2,2,1,0,0,25,1,test,2,2,4,8,At Risk,1
CUST01614,2025-09-30,Tier 2,18-24,Google Search,,Wellness,No,103,2,1352.11,0.5,0.3,4.0,2,0,0.0,0.0,529,4,17,2,1,1,0,0,4,0,test,2,3,4,9,At Risk,1
CUST01575,2025-09-30,Tier 3,25-34,Instagram,,Hair Care,Yes,165,1,1350.03,0.0,0.14,3.0,1,0,0.0,0.0,370,1,3,0,0,0,1,0,42,1,train,1,2,4,7,At Risk,1
CUST01711,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,Yes,110,2,1341.5,0.0,0.155,4.0,2,0,0.0,0.0,445,2,11,0,0,0,6,2,27,0,train,2,3,4,9,At Risk,1
CUST02216,2025-09-30,Tier 3,25-34,Google Search,Silver,Hair Care,Yes,90,1,1336.58,0.0,0.38,4.0,1,1,1.0,52.7,498,4,22,1,1,1,2,1,16,1,train,2,2,4,8,At Risk,1
CUST01842,2025-09-30,Tier 1,45+,Google Search,,Hair Care,Yes,161,1,1332.91,0.0,0.32,5.0,1,0,0.0,0.0,305,0,0,0,0,0,5,1,31,1,validation,1,2,4,7,At Risk,1
CUST01005,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,Yes,144,1,1329.67,0.0,0.18,4.0,1,0,0.0,0.0,252,4,13,1,1,0,2,0,19,1,train,2,2,4,8,At Risk,1
CUST00335,2025-09-30,Tier 2,45+,Instagram,,Skin Care,Yes,148,2,1328.14,0.0,0.38,3.5,1,0,0.0,0.0,517,7,40,1,1,0,3,1,22,0,test,1,3,4,8,At Risk,1
CUST00729,2025-09-30,Tier 2,35-44,Instagram,,Hair Care,Yes,140,1,1324.83,0.0,0.38,3.0,1,0,0.0,0.0,196,1,5,0,0,0,5,1,42,1,train,2,2,4,8,At Risk,1
CUST00752,2025-09-30,Tier 2,25-34,Referral,,Wellness,Yes,97,2,1319.55,0.0,0.235,4.0,2,0,0.0,0.0,187,2,8,1,0,0,0,0,33,1,validation,2,3,4,9,At Risk,1
CUST01559,2025-09-30,Tier 1,35-44,Google Search,,Baby Care,Yes,93,3,1317.97,0.333,0.347,4.0,3,1,0.0,36.9,450,5,20,3,1,2,5,2,8,1,train,2,4,4,10,At Risk,1
CUST01768,2025-09-30,Tier 1,35-44,Referral,,Baby Care,Yes,101,2,1316.76,0.0,0.145,3.0,1,0,0.0,0.0,620,10,52,2,2,0,8,3,28,0,train,2,3,4,9,At Risk,1
CUST01130,2025-09-30,Tier 1,35-44,Marketplace,,Makeup,No,99,2,1316.25,0.0,0.46,5.0,2,0,0.0,0.0,411,6,33,2,1,1,0,0,27,1,train,2,3,4,9,At Risk,1
CUST01675,2025-09-30,Tier 2,25-34,Organic,Silver,Skin Care,Yes,132,2,1309.95,0.0,0.29,1.0,2,0,0.0,0.0,185,3,12,1,0,1,0,0,35,1,train,2,3,4,9,At Risk,1
CUST01667,2025-09-30,Tier 3,25-34,Marketplace,Silver,Skin Care,Yes,136,2,1307.77,0.0,0.36,4.0,1,0,0.0,0.0,167,12,41,6,3,1,8,2,27,1,train,2,3,4,9,At Risk,1
CUST01854,2025-09-30,Tier 2,25-34,Influencer,,Fragrance,Yes,150,2,1301.87,0.0,0.42,3.5,2,0,0.0,0.0,181,5,26,0,1,0,0,0,19,1,test,1,3,4,8,At Risk,1
CUST00465,2025-09-30,Tier 2,35-44,Google Search,,Skin Care,Yes,177,1,1298.74,0.0,0.37,4.0,1,0,0.0,0.0,231,3,13,1,0,1,2,1,34,1,train,1,2,4,7,At Risk,1
CUST02163,2025-09-30,Tier 1,18-24,Marketplace,,Makeup,Yes,123,2,1297.52,0.5,0.355,4.5,2,0,0.0,0.0,295,1,6,0,0,0,0,0,46,1,train,2,3,4,9,At Risk,1
CUST00673,2025-09-30,Tier 3,45+,Referral,Silver,Baby Care,Yes,118,1,1297.2,0.0,0.36,2.0,1,0,0.0,0.0,175,1,3,0,0,0,2,1,28,1,train,2,2,4,8,At Risk,1
CUST00473,2025-09-30,Tier 1,25-34,Marketplace,Silver,Makeup,Yes,121,2,1291.76,0.5,0.3,3.0,2,0,0.0,0.0,527,0,0,0,0,0,0,0,25,1,train,2,3,4,9,At Risk,1
CUST00084,2025-09-30,Tier 1,25-34,Google Search,Silver,Skin Care,Yes,167,1,1273.18,0.0,0.12,5.0,1,0,0.0,0.0,255,11,60,5,1,2,3,1,34,1,train,1,2,4,7,At Risk,1
CUST00130,2025-09-30,Tier 1,25-34,Organic,Gold,Skin Care,Yes,88,1,1272.47,0.0,0.48,4.0,1,0,0.0,0.0,258,9,36,1,0,0,5,0,12,0,train,2,2,4,8,At Risk,1
CUST01543,2025-09-30,Tier 3,18-24,Referral,Silver,Skin Care,Yes,131,1,1270.64,0.0,0.3,5.0,1,0,0.0,0.0,147,8,25,3,1,1,7,2,31,1,train,2,2,4,8,At Risk,1
CUST00117,2025-09-30,Tier 1,18-24,Marketplace,Silver,Baby Care,No,123,2,1268.88,0.0,0.28,3.5,2,0,0.0,0.0,533,2,7,1,0,0,0,0,27,1,train,2,3,4,9,At Risk,1
CUST00858,2025-09-30,Tier 2,18-24,Instagram,Silver,Wellness,No,90,2,1268.61,0.0,0.27,3.5,2,0,0.0,0.0,341,1,4,0,0,0,0,0,13,1,test,2,3,4,9,At Risk,1
CUST01795,2025-09-30,Tier 2,25-34,Google Search,,Wellness,Yes,89,1,1266.99,0.0,0.17,4.0,1,1,0.0,18.5,136,7,23,1,2,0,3,1,12,1,train,2,2,4,8,At Risk,1
CUST00213,2025-09-30,Tier 3,25-34,Organic,,Hair Care,No,86,1,1266.34,1.0,0.09,4.0,1,1,1.0,23.6,543,2,9,0,0,0,0,0,15,1,train,2,2,4,8,At Risk,1
CUST01364,2025-09-30,Tier 1,18-24,Marketplace,Silver,Fragrance,No,148,1,1261.0,0.0,0.2,4.0,1,0,0.0,0.0,289,3,8,1,1,1,0,0,35,1,train,1,2,4,7,At Risk,1
CUST00483,2025-09-30,Tier 1,25-34,Marketplace,Gold,Makeup,No,107,2,1258.46,0.0,0.29,5.0,2,0,0.0,0.0,469,3,10,1,1,1,0,0,10,0,train,2,3,4,9,At Risk,1
CUST01927,2025-09-30,Tier 3,25-34,Google Search,Platinum,Skin Care,Yes,163,1,1254.25,0.0,0.37,4.0,1,0,0.0,0.0,543,1,5,0,0,0,2,1,25,1,train,1,2,4,7,At Risk,1
CUST01074,2025-09-30,Tier 3,35-44,Organic,Gold,Skin Care,No,114,2,1253.47,0.0,0.16,3.0,2,0,0.0,0.0,525,12,61,4,3,3,0,0,18,1,train,2,3,4,9,At Risk,1
CUST00912,2025-09-30,Tier 2,35-44,Google Search,,Baby Care,Yes,138,1,1252.31,0.0,0.31,5.0,1,0,0.0,0.0,247,0,0,0,0,0,5,2,35,1,train,2,2,4,8,At Risk,1
CUST01590,2025-09-30,Tier 2,35-44,Referral,,Skin Care,Yes,129,2,1250.94,0.0,0.19,4.5,2,0,0.0,0.0,262,8,31,3,1,2,4,0,29,1,train,2,3,4,9,At Risk,1
CUST00993,2025-09-30,Tier 3,25-34,Organic,,Fragrance,No,164,1,1246.69,0.0,0.0,5.0,1,0,0.0,0.0,599,1,3,1,0,0,0,0,39,1,validation,1,2,4,7,At Risk,1
CUST01370,2025-09-30,Tier 2,18-24,Organic,,Skin Care,No,161,2,1246.04,0.0,0.215,4.0,2,0,0.0,0.0,225,2,6,1,0,0,0,0,35,0,test,1,3,4,8,At Risk,1
CUST02248,2025-09-30,Tier 1,25-34,Referral,,Skin Care,Yes,93,1,1245.24,0.0,0.2,5.0,1,0,0.0,0.0,119,2,6,0,0,0,3,0,17,1,test,2,2,4,8,At Risk,1
CUST02280,2025-09-30,Tier 3,25-34,Organic,,Wellness,Yes,145,1,1244.85,0.0,0.43,3.0,1,0,0.0,0.0,199,8,31,4,2,1,2,1,32,1,train,2,2,4,8,At Risk,1
CUST01237,2025-09-30,Tier 2,25-34,Marketplace,,Skin Care,Yes,103,2,1243.5,0.0,0.325,4.0,2,0,0.0,0.0,342,1,3,0,0,0,2,0,10,1,train,2,3,4,9,At Risk,1
CUST00101,2025-09-30,Tier 3,35-44,Marketplace,,Baby Care,Yes,108,2,1240.21,0.0,0.255,4.5,2,0,0.0,0.0,594,2,6,1,0,1,0,0,27,1,train,2,3,4,9,At Risk,1
CUST00910,2025-09-30,Tier 3,18-24,Marketplace,,Fragrance,Yes,127,1,1239.32,0.0,0.39,4.0,1,0,0.0,0.0,534,3,13,0,1,0,4,1,22,1,train,2,2,4,8,At Risk,1
CUST01007,2025-09-30,Tier 1,25-34,Google Search,Silver,Hair Care,Yes,86,2,1237.64,0.0,0.235,4.0,2,0,0.0,0.0,329,5,22,2,1,1,8,2,9,0,train,2,3,4,9,At Risk,1
CUST00415,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,Yes,120,1,1236.13,0.0,0.21,5.0,1,0,0.0,0.0,547,1,3,0,0,0,5,2,11,1,train,2,2,4,8,At Risk,1
CUST00219,2025-09-30,Tier 1,35-44,Organic,Silver,Makeup,Yes,154,2,1225.24,0.0,0.47,4.5,2,0,0.0,0.0,340,3,8,1,1,1,6,1,30,1,train,1,3,4,8,At Risk,1
CUST01138,2025-09-30,Tier 2,18-24,Marketplace,Gold,Makeup,No,134,2,1225.17,0.0,0.275,5.0,2,0,0.0,0.0,377,2,8,1,0,0,0,0,37,1,train,2,3,4,9,At Risk,1
CUST00202,2025-09-30,Tier 1,25-34,Referral,,Skin Care,Yes,141,1,1220.26,0.0,0.33,5.0,1,0,0.0,0.0,144,9,52,5,1,2,2,1,40,0,train,2,2,4,8,At Risk,1
CUST01273,2025-09-30,Tier 3,35-44,Instagram,,Hair Care,Yes,149,1,1219.74,0.0,0.37,5.0,1,0,0.0,0.0,389,1,5,0,0,0,2,0,22,1,test,1,2,4,7,At Risk,1
CUST01461,2025-09-30,Tier 3,35-44,Google Search,Silver,Fragrance,No,107,2,1214.31,0.0,0.29,4.5,2,0,0.0,0.0,448,3,17,1,0,1,0,0,35,0,validation,2,3,4,9,At Risk,1
CUST01310,2025-09-30,Tier 3,45+,Referral,,Skin Care,Yes,139,2,1213.35,0.0,0.405,3.0,2,0,0.0,0.0,597,8,38,1,0,0,6,1,19,0,train,2,3,4,9,At Risk,1
CUST02210,2025-09-30,Tier 1,35-44,Marketplace,Silver,Wellness,Yes,154,1,1211.39,0.0,0.15,2.0,1,0,0.0,0.0,264,1,3,0,0,0,0,0,23,1,validation,1,2,4,7,At Risk,1
CUST01090,2025-09-30,Tier 1,45+,Google Search,,Baby Care,Yes,144,2,1200.77,0.0,0.21,2.5,2,0,0.0,0.0,171,1,4,0,0,0,0,0,35,1,validation,2,3,4,9,At Risk,1
CUST00888,2025-09-30,Tier 3,18-24,Google Search,,Baby Care,Yes,108,1,1200.57,0.0,0.36,4.0,1,0,0.0,0.0,238,0,0,0,0,0,3,1,23,1,train,2,2,4,8,At Risk,1
CUST01544,2025-09-30,Tier 2,25-34,Marketplace,,Makeup,Yes,113,2,1196.51,0.0,0.37,4.5,2,0,0.0,0.0,523,11,65,2,2,1,4,2,29,0,train,2,3,4,9,At Risk,1
CUST01973,2025-09-30,Tier 2,25-34,Google Search,,Wellness,Yes,89,1,1195.4,0.0,0.17,5.0,1,0,0.0,0.0,561,18,104,10,3,2,5,2,23,0,train,2,2,4,8,At Risk,1
CUST00162,2025-09-30,Tier 3,18-24,Instagram,Gold,Hair Care,No,91,2,1194.59,0.0,0.29,3.5,1,0,0.0,0.0,171,2,12,0,0,0,0,0,28,1,train,2,3,4,9,At Risk,1
CUST01616,2025-09-30,Tier 1,18-24,Marketplace,,Skin Care,Yes,160,1,1177.41,0.0,0.19,4.0,1,0,0.0,0.0,457,4,22,0,1,0,6,2,17,1,train,1,2,3,6,At Risk,1
CUST02094,2025-09-30,Tier 2,25-34,Organic,Gold,Baby Care,Yes,96,2,1171.49,0.0,0.07,3.5,2,0,0.0,0.0,140,1,4,0,0,0,1,0,33,1,train,2,3,3,8,At Risk,1
CUST00088,2025-09-30,Tier 2,45+,Organic,Gold,Makeup,Yes,98,2,1169.14,0.0,0.43,4.5,2,0,0.0,0.0,588,9,29,2,1,1,1,0,18,1,test,2,3,3,8,At Risk,1
CUST02039,2025-09-30,Tier 3,35-44,Instagram,,Skin Care,Yes,160,2,1167.28,0.0,0.38,4.5,2,0,0.0,0.0,388,0,0,0,0,0,5,0,18,1,train,1,3,3,7,At Risk,1
CUST01017,2025-09-30,Tier 1,18-24,Influencer,,Skin Care,Yes,133,2,1167.28,0.5,0.235,3.0,2,0,0.0,0.0,455,3,16,0,1,0,1,0,13,0,test,2,3,3,8,At Risk,1
CUST01287,2025-09-30,Tier 2,18-24,Influencer,,Skin Care,Yes,89,2,1153.33,0.0,0.46,4.5,2,0,0.0,0.0,453,3,9,1,0,1,4,0,14,0,test,2,3,3,8,At Risk,1
CUST02168,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,Yes,165,1,1152.66,1.0,0.27,5.0,1,0,0.0,0.0,268,8,31,2,2,1,3,1,30,1,validation,1,2,3,6,At Risk,1
CUST00111,2025-09-30,Tier 2,25-34,Google Search,Silver,Skin Care,Yes,178,1,1135.09,0.0,0.23,5.0,1,0,0.0,0.0,204,3,14,0,0,0,1,0,33,1,test,1,2,3,6,At Risk,1
CUST02144,2025-09-30,Tier 2,18-24,Organic,Silver,Wellness,Yes,173,1,1131.2,0.0,0.26,5.0,1,0,0.0,0.0,250,0,0,0,0,0,0,0,40,0,train,1,2,3,6,At Risk,1
CUST00297,2025-09-30,Tier 2,18-24,Marketplace,Platinum,Skin Care,Yes,154,1,1130.29,0.0,0.16,2.0,1,0,0.0,0.0,214,13,41,1,3,1,6,2,30,1,train,1,2,3,6,At Risk,1
CUST02270,2025-09-30,Tier 3,25-34,Google Search,,Skin Care,Yes,91,2,1121.39,0.0,0.125,4.5,2,0,0.0,0.0,556,14,52,2,1,1,3,1,13,0,train,2,3,3,8,At Risk,1
CUST01802,2025-09-30,Tier 2,35-44,Instagram,Silver,Wellness,No,139,2,1118.66,0.0,0.235,5.0,2,0,0.0,0.0,318,3,11,0,0,0,0,0,14,1,train,2,3,3,8,At Risk,1
CUST01743,2025-09-30,Tier 2,25-34,Google Search,Platinum,Makeup,Yes,90,2,1117.05,0.0,0.245,5.0,2,1,0.0,3.5,304,6,28,1,1,0,3,0,14,0,train,2,3,3,8,At Risk,1
CUST00321,2025-09-30,Tier 2,25-34,Organic,Silver,Baby Care,Yes,116,2,1114.17,0.0,0.31,3.0,2,0,0.0,0.0,600,1,5,0,0,0,4,2,20,1,validation,2,3,3,8,At Risk,1
CUST02062,2025-09-30,Tier 3,25-34,Instagram,Silver,Skin Care,No,161,1,1113.22,0.0,0.24,4.0,1,0,0.0,0.0,363,0,0,0,0,0,0,0,22,1,train,1,2,3,6,At Risk,1
CUST02368,2025-09-30,Tier 1,25-34,Instagram,Silver,Wellness,No,157,1,1107.44,0.0,0.27,4.0,1,0,0.0,0.0,404,2,8,0,1,0,0,0,33,1,train,1,2,3,6,At Risk,1
CUST02099,2025-09-30,Tier 3,25-34,Organic,Silver,Hair Care,Yes,107,1,1106.31,0.0,0.47,5.0,1,0,0.0,0.0,493,2,5,1,1,0,2,1,25,1,train,2,2,3,7,At Risk,1
